"TimePeriod","Region","ObsValue","State"
2015,"Vincent",35663,"Western Australia"
2016,"Vincent",35674,"Western Australia"
2019,"Vincent",36892,"Western Australia"
2020,"Vincent",37717,"Western Australia"
2017,"Vincent",35856,"Western Australia"
2018,"Vincent",36282,"Western Australia"
2017,"Wagait",486,"Northern Territory"
2021,"Wagait",464,"Northern Territory"
2014,"Wagait",467,"Northern Territory"
2018,"Wagait",480,"Northern Territory"
2019,"Wagait",474,"Northern Territory"
2016,"Wagait",492,"Northern Territory"
2020,"Wagait",471,"Northern Territory"
2013,"Wagait",459,"Northern Territory"
2022,"Wagait",463,"Northern Territory"
2015,"Wagait",479,"Northern Territory"
2023,"Wagait",464,"Northern Territory"
2015,"Wagga Wagga",63327,"New South Wales"
2022,"Wagga Wagga",68338,"New South Wales"
2020,"Wagga Wagga",67277,"New South Wales"
2023,"Wagga Wagga",68716,"New South Wales"
2014,"Wagga Wagga",62776,"New South Wales"
2017,"Wagga Wagga",64768,"New South Wales"
2021,"Wagga Wagga",67891,"New South Wales"
2013,"Wagga Wagga",62416,"New South Wales"
2018,"Wagga Wagga",65618,"New South Wales"
2019,"Wagga Wagga",66411,"New South Wales"
2016,"Wagga Wagga",63906,"New South Wales"
2018,"Wagin",1828,"Western Australia"
2013,"Wagin",1925,"Western Australia"
2015,"Wagin",1915,"Western Australia"
2017,"Wagin",1855,"Western Australia"
2021,"Wagin",1802,"Western Australia"
2019,"Wagin",1790,"Western Australia"
2020,"Wagin",1781,"Western Australia"
2022,"Wagin",1809,"Western Australia"
2023,"Wagin",1816,"Western Australia"
2014,"Wagin",1921,"Western Australia"
2016,"Wagin",1884,"Western Australia"
2016,"Wakefield",6950,"South Australia"
2017,"Wakefield",6976,"South Australia"
2015,"Wakefield",6932,"South Australia"
2014,"Wakefield",6896,"South Australia"
2022,"Wakefield",6969,"South Australia"
2018,"Wakefield",6891,"South Australia"
2013,"Wakefield",6841,"South Australia"
2019,"Wakefield",6921,"South Australia"
2020,"Wakefield",6867,"South Australia"
2021,"Wakefield",6925,"South Australia"
2023,"Wakefield",6958,"South Australia"
2015,"Walcha",3128,"New South Wales"
2016,"Walcha",3130,"New South Wales"
2017,"Walcha",3138,"New South Wales"
2013,"Walcha",3150,"New South Wales"
2014,"Walcha",3149,"New South Wales"
2019,"Walcha",3090,"New South Wales"
2018,"Walcha",3110,"New South Wales"
2020,"Walcha",3057,"New South Wales"
2023,"Walcha",2968,"New South Wales"
2021,"Walcha",3019,"New South Wales"
2022,"Walcha",3010,"New South Wales"
2019,"Walgett",5869,"New South Wales"
2015,"Walgett",6419,"New South Wales"
2021,"Walgett",5588,"New South Wales"
2018,"Walgett",6004,"New South Wales"
2023,"Walgett",5519,"New South Wales"
2020,"Walgett",5701,"New South Wales"
2014,"Walgett",6512,"New South Wales"
2013,"Walgett",6595,"New South Wales"
2022,"Walgett",5515,"New South Wales"
2017,"Walgett",6167,"New South Wales"
2016,"Walgett",6317,"New South Wales"
2021,"Walkerville",8086,"South Australia"
2019,"Walkerville",8054,"South Australia"
2020,"Walkerville",8156,"South Australia"
2016,"Walkerville",7781,"South Australia"
2014,"Walkerville",7447,"South Australia"
2018,"Walkerville",7975,"South Australia"
2023,"Walkerville",8420,"South Australia"
2015,"Walkerville",7732,"South Australia"
2017,"Walkerville",7876,"South Australia"
2022,"Walkerville",8185,"South Australia"
2013,"Walkerville",7399,"South Australia"
2019,"Wandering",496,"Western Australia"
2018,"Wandering",478,"Western Australia"
2014,"Wandering",453,"Western Australia"
2015,"Wandering",457,"Western Australia"
2021,"Wandering",551,"Western Australia"
2020,"Wandering",520,"Western Australia"
2017,"Wandering",464,"Western Australia"
2013,"Wandering",451,"Western Australia"
2016,"Wandering",458,"Western Australia"
2023,"Wandering",545,"Western Australia"
2022,"Wandering",548,"Western Australia"
2020,"Wangaratta",29517,"Victoria"
2019,"Wangaratta",29439,"Victoria"
2015,"Wangaratta",28143,"Victoria"
2016,"Wangaratta",28592,"Victoria"
2013,"Wangaratta",27650,"Victoria"
2014,"Wangaratta",27862,"Victoria"
2022,"Wangaratta",29915,"Victoria"
2023,"Wangaratta",30002,"Victoria"
2017,"Wangaratta",28951,"Victoria"
2018,"Wangaratta",29269,"Victoria"
2021,"Wangaratta",29751,"Victoria"
2023,"Wanneroo",229438,"Western Australia"
2017,"Wanneroo",199194,"Western Australia"
2016,"Wanneroo",194779,"Western Australia"
2019,"Wanneroo",208263,"Western Australia"
2022,"Wanneroo",221257,"Western Australia"
2018,"Wanneroo",203526,"Western Australia"
2013,"Wanneroo",176627,"Western Australia"
2015,"Wanneroo",188278,"Western Australia"
2014,"Wanneroo",182385,"Western Australia"
2020,"Wanneroo",212823,"Western Australia"
2021,"Wanneroo",216422,"Western Australia"
2019,"Waratah-Wynyard",14178,NA
2020,"Waratah-Wynyard",14341,NA
2021,"Waratah-Wynyard",14629,NA
2022,"Waratah-Wynyard",14688,NA
2023,"Waratah-Wynyard",14767,NA
2016,"Waratah-Wynyard",13813,NA
2013,"Waratah-Wynyard",14083,NA
2014,"Waratah-Wynyard",14014,NA
2015,"Waratah-Wynyard",13903,NA
2017,"Waratah-Wynyard",13884,NA
2018,"Waratah-Wynyard",14033,NA
2015,"Waroona",4133,"Western Australia"
2014,"Waroona",4057,"Western Australia"
2023,"Waroona",4457,"Western Australia"
2022,"Waroona",4401,"Western Australia"
2021,"Waroona",4355,"Western Australia"
2017,"Waroona",4167,"Western Australia"
2013,"Waroona",3931,"Western Australia"
2019,"Waroona",4254,"Western Australia"
2020,"Waroona",4314,"Western Australia"
2018,"Waroona",4195,"Western Australia"
2016,"Waroona",4162,"Western Australia"
2023,"Warren",2583,"New South Wales"
2018,"Warren",2714,"New South Wales"
2022,"Warren",2578,"New South Wales"
2013,"Warren",2836,"New South Wales"
2021,"Warren",2584,"New South Wales"
2020,"Warren",2634,"New South Wales"
2014,"Warren",2809,"New South Wales"
2019,"Warren",2662,"New South Wales"
2017,"Warren",2742,"New South Wales"
2015,"Warren",2783,"New South Wales"
2016,"Warren",2797,"New South Wales"
2013,"Warrnambool",33423,"Victoria"
2015,"Warrnambool",34005,"Victoria"
2016,"Warrnambool",34242,"Victoria"
2014,"Warrnambool",33729,"Victoria"
2017,"Warrnambool",34520,"Victoria"
2018,"Warrnambool",34823,"Victoria"
2019,"Warrnambool",35104,"Victoria"
2020,"Warrnambool",35418,"Victoria"
2021,"Warrnambool",35433,"Victoria"
2022,"Warrnambool",35576,"Victoria"
2023,"Warrnambool",35907,"Victoria"
2023,"Warrumbungle Shire",9228,NA
2022,"Warrumbungle Shire",9245,NA
2020,"Warrumbungle Shire",9358,NA
2013,"Warrumbungle Shire",9743,NA
2017,"Warrumbungle Shire",9489,NA
2016,"Warrumbungle Shire",9562,NA
2019,"Warrumbungle Shire",9377,NA
2018,"Warrumbungle Shire",9454,NA
2021,"Warrumbungle Shire",9256,NA
2014,"Warrumbungle Shire",9689,NA
2015,"Warrumbungle Shire",9622,NA
2018,"Wattle Range",12046,"South Australia"
2022,"Wattle Range",12178,"South Australia"
2014,"Wattle Range",11982,"South Australia"
2016,"Wattle Range",12022,"South Australia"
2013,"Wattle Range",11935,"South Australia"
2015,"Wattle Range",12010,"South Australia"
2021,"Wattle Range",12127,"South Australia"
2019,"Wattle Range",12043,"South Australia"
2017,"Wattle Range",12034,"South Australia"
2023,"Wattle Range",12257,"South Australia"
2020,"Wattle Range",12058,"South Australia"
2020,"Waverley",71880,"New South Wales"
2022,"Waverley",69357,"New South Wales"
2017,"Waverley",72507,"New South Wales"
2023,"Waverley",71414,"New South Wales"
2021,"Waverley",69397,"New South Wales"
2019,"Waverley",72485,"New South Wales"
2015,"Waverley",71336,"New South Wales"
2014,"Waverley",70742,"New South Wales"
2013,"Waverley",70052,"New South Wales"
2016,"Waverley",72013,"New South Wales"
2018,"Waverley",72609,"New South Wales"
2023,"Weddin",3616,"New South Wales"
2018,"Weddin",3656,"New South Wales"
2021,"Weddin",3592,"New South Wales"
2022,"Weddin",3614,"New South Wales"
2019,"Weddin",3635,"New South Wales"
2013,"Weddin",3723,"New South Wales"
2015,"Weddin",3688,"New South Wales"
2020,"Weddin",3619,"New South Wales"
2017,"Weddin",3672,"New South Wales"
2016,"Weddin",3677,"New South Wales"
2014,"Weddin",3706,"New South Wales"
2023,"Weipa",4251,"Queensland"
2015,"Weipa",3964,"Queensland"
2013,"Weipa",3811,"Queensland"
2014,"Weipa",3863,"Queensland"
2020,"Weipa",4143,"Queensland"
2016,"Weipa",4040,"Queensland"
2017,"Weipa",4057,"Queensland"
2018,"Weipa",4082,"Queensland"
2019,"Weipa",4112,"Queensland"
2022,"Weipa",4214,"Queensland"
2021,"Weipa",4177,"Queensland"
2015,"Wellington",43172,"Victoria"
2022,"Wellington",45818,"Victoria"
2016,"Wellington",43530,"Victoria"
2013,"Wellington",42721,"Victoria"
2018,"Wellington",44233,"Victoria"
2014,"Wellington",42948,"Victoria"
2021,"Wellington",45469,"Victoria"
2020,"Wellington",45105,"Victoria"
2017,"Wellington",43872,"Victoria"
2023,"Wellington",46124,"Victoria"
2019,"Wellington",44676,"Victoria"
2018,"Wentworth",7185,"New South Wales"
2016,"Wentworth",6932,"New South Wales"
2022,"Wentworth",7596,"New South Wales"
2023,"Wentworth",7688,"New South Wales"
2015,"Wentworth",6890,"New South Wales"
2013,"Wentworth",6848,"New South Wales"
2021,"Wentworth",7490,"New South Wales"
2017,"Wentworth",7052,"New South Wales"
2019,"Wentworth",7284,"New South Wales"
2020,"Wentworth",7389,"New South Wales"
2014,"Wentworth",6877,"New South Wales"
2013,"West Arnhem",7290,"Northern Territory"
2014,"West Arnhem",7157,"Northern Territory"
2022,"West Arnhem",7258,"Northern Territory"
2021,"West Arnhem",7182,"Northern Territory"
2015,"West Arnhem",7060,"Northern Territory"
2017,"West Arnhem",6943,"Northern Territory"
2020,"West Arnhem",7130,"Northern Territory"
2016,"West Arnhem",6941,"Northern Territory"
2023,"West Arnhem",7407,"Northern Territory"
2019,"West Arnhem",7059,"Northern Territory"
2018,"West Arnhem",6985,"Northern Territory"
2016,"West Arthur",824,"Western Australia"
2021,"West Arthur",795,"Western Australia"
2017,"West Arthur",806,"Western Australia"
2020,"West Arthur",786,"Western Australia"
2018,"West Arthur",799,"Western Australia"
2015,"West Arthur",855,"Western Australia"
2014,"West Arthur",869,"Western Australia"
2023,"West Arthur",787,"Western Australia"
2013,"West Arthur",884,"Western Australia"
2019,"West Arthur",783,"Western Australia"
2022,"West Arthur",797,"Western Australia"
2022,"West Coast",4351,"Tasmania"
2023,"West Coast",4359,"Tasmania"
2013,"West Coast",4573,"Tasmania"
2021,"West Coast",4366,"Tasmania"
2016,"West Coast",4210,"Tasmania"
2017,"West Coast",4206,"Tasmania"
2014,"West Coast",4392,"Tasmania"
2015,"West Coast",4299,"Tasmania"
2020,"West Coast",4311,"Tasmania"
2018,"West Coast",4255,"Tasmania"
2019,"West Coast",4292,"Tasmania"
2020,"West Daly",3422,"Northern Territory"
2021,"West Daly",3422,"Northern Territory"
2015,"West Daly",3598,"Northern Territory"
2019,"West Daly",3427,"Northern Territory"
2017,"West Daly",3536,"Northern Territory"
2018,"West Daly",3476,"Northern Territory"
2022,"West Daly",3434,"Northern Territory"
2013,"West Daly",3568,"Northern Territory"
2016,"West Daly",3601,"Northern Territory"
2014,"West Daly",3587,"Northern Territory"
2023,"West Daly",3426,"Northern Territory"
2018,"West Tamar",24091,"Tasmania"
2014,"West Tamar",22921,"Tasmania"
2013,"West Tamar",22851,"Tasmania"
2020,"West Tamar",25123,"Tasmania"
2021,"West Tamar",25717,"Tasmania"
2019,"West Tamar",24602,"Tasmania"
2022,"West Tamar",25931,"Tasmania"
2017,"West Tamar",23600,"Tasmania"
2016,"West Tamar",23092,"Tasmania"
2023,"West Tamar",26039,"Tasmania"
2015,"West Tamar",23007,"Tasmania"
2015,"West Torrens",59075,"South Australia"
2018,"West Torrens",60542,"South Australia"
2019,"West Torrens",61562,"South Australia"
2017,"West Torrens",59809,"South Australia"
2014,"West Torrens",58627,"South Australia"
2021,"West Torrens",62425,"South Australia"
2020,"West Torrens",62573,"South Australia"
2022,"West Torrens",63115,"South Australia"
2013,"West Torrens",58153,"South Australia"
2023,"West Torrens",64519,"South Australia"
2016,"West Torrens",59408,"South Australia"
2018,"West Wimmera",3964,"Victoria"
2017,"West Wimmera",3952,"Victoria"
2021,"West Wimmera",3978,"Victoria"
2020,"West Wimmera",3994,"Victoria"
2013,"West Wimmera",4124,"Victoria"
2019,"West Wimmera",3979,"Victoria"
2022,"West Wimmera",3943,"Victoria"
2016,"West Wimmera",3937,"Victoria"
2015,"West Wimmera",3974,"Victoria"
2014,"West Wimmera",4038,"Victoria"
2023,"West Wimmera",3933,"Victoria"
2014,"Western Downs",33744,"Queensland"
2013,"Western Downs",33415,"Queensland"
2018,"Western Downs",34338,"Queensland"
2017,"Western Downs",34292,"Queensland"
2020,"Western Downs",34390,"Queensland"
2016,"Western Downs",34049,"Queensland"
2019,"Western Downs",34420,"Queensland"
2023,"Western Downs",34991,"Queensland"
2015,"Western Downs",33867,"Queensland"
2022,"Western Downs",34537,"Queensland"
2021,"Western Downs",34351,"Queensland"
2022,"Westonia",252,"Western Australia"
2018,"Westonia",285,"Western Australia"
2015,"Westonia",306,"Western Australia"
2021,"Westonia",255,"Western Australia"
2017,"Westonia",301,"Western Australia"
2023,"Westonia",244,"Western Australia"
2020,"Westonia",268,"Western Australia"
2016,"Westonia",306,"Western Australia"
2013,"Westonia",302,"Western Australia"
2014,"Westonia",305,"Western Australia"
2019,"Westonia",278,"Western Australia"
2017,"Whitehorse",172376,"Victoria"
2016,"Whitehorse",169641,"Victoria"
2020,"Whitehorse",176794,"Victoria"
2018,"Whitehorse",174431,"Victoria"
2015,"Whitehorse",166679,"Victoria"
2019,"Whitehorse",175862,"Victoria"
2022,"Whitehorse",172607,"Victoria"
2023,"Whitehorse",178639,"Victoria"
2014,"Whitehorse",164320,"Victoria"
2013,"Whitehorse",162081,"Victoria"
2021,"Whitehorse",171077,"Victoria"
2022,"Whitsunday",38509,"Queensland"
2020,"Whitsunday",37105,"Queensland"
2017,"Whitsunday",35083,"Queensland"
2015,"Whitsunday",34509,"Queensland"
2021,"Whitsunday",37642,"Queensland"
2019,"Whitsunday",36266,"Queensland"
2016,"Whitsunday",34538,"Queensland"
2018,"Whitsunday",35651,"Queensland"
2014,"Whitsunday",34362,"Queensland"
2023,"Whitsunday",39712,"Queensland"
2013,"Whitsunday",34113,"Queensland"
2015,"Whittlesea",196847,"Victoria"
2017,"Whittlesea",214426,"Victoria"
2021,"Whittlesea",231831,"Victoria"
2014,"Whittlesea",187899,"Victoria"
2016,"Whittlesea",207058,"Victoria"
2019,"Whittlesea",226072,"Victoria"
2022,"Whittlesea",237143,"Victoria"
2013,"Whittlesea",179272,"Victoria"
2018,"Whittlesea",220601,"Victoria"
2020,"Whittlesea",231040,"Victoria"
2023,"Whittlesea",245029,"Victoria"
2020,"Whyalla",22036,"South Australia"
2019,"Whyalla",22073,"South Australia"
2022,"Whyalla",21887,"South Australia"
2013,"Whyalla",22659,"South Australia"
2015,"Whyalla",22670,"South Australia"
2021,"Whyalla",21954,"South Australia"
2016,"Whyalla",22511,"South Australia"
2014,"Whyalla",22703,"South Australia"
2018,"Whyalla",22102,"South Australia"
2017,"Whyalla",22254,"South Australia"
2023,"Whyalla",21902,"South Australia"
2020,"Wickepin",719,"Western Australia"
2021,"Wickepin",712,"Western Australia"
2019,"Wickepin",714,"Western Australia"
2015,"Wickepin",737,"Western Australia"
2014,"Wickepin",744,"Western Australia"
2018,"Wickepin",725,"Western Australia"
2016,"Wickepin",740,"Western Australia"
2017,"Wickepin",732,"Western Australia"
2013,"Wickepin",764,"Western Australia"
2023,"Wickepin",701,"Western Australia"
2022,"Wickepin",706,"Western Australia"
2019,"Williams",1025,"Western Australia"
2022,"Williams",1053,"Western Australia"
2014,"Williams",993,"Western Australia"
2018,"Williams",1033,"Western Australia"
2021,"Williams",1050,"Western Australia"
2015,"Williams",1005,"Western Australia"
2023,"Williams",1060,"Western Australia"
2020,"Williams",1035,"Western Australia"
2013,"Williams",977,"Western Australia"
2017,"Williams",1026,"Western Australia"
2016,"Williams",1000,"Western Australia"
2023,"Willoughby",77874,"New South Wales"
2020,"Willoughby",78566,"New South Wales"
2017,"Willoughby",78873,"New South Wales"
2013,"Willoughby",73072,"New South Wales"
2019,"Willoughby",78830,"New South Wales"
2022,"Willoughby",75508,"New South Wales"
2015,"Willoughby",75970,"New South Wales"
2014,"Willoughby",74238,"New South Wales"
2021,"Willoughby",76044,"New South Wales"
2016,"Willoughby",77888,"New South Wales"
2018,"Willoughby",78797,"New South Wales"
2018,"Wiluna",657,"Western Australia"
2014,"Wiluna",1020,"Western Australia"
2016,"Wiluna",767,"Western Australia"
2013,"Wiluna",1131,"Western Australia"
2023,"Wiluna",568,"Western Australia"
2015,"Wiluna",894,"Western Australia"
2019,"Wiluna",611,"Western Australia"
2017,"Wiluna",706,"Western Australia"
2022,"Wiluna",572,"Western Australia"
2021,"Wiluna",570,"Western Australia"
2020,"Wiluna",587,"Western Australia"
2022,"Wingecarribee",52795,"New South Wales"
2023,"Wingecarribee",53109,"New South Wales"
2013,"Wingecarribee",46964,"New South Wales"
2014,"Wingecarribee",47470,"New South Wales"
2015,"Wingecarribee",48150,"New South Wales"
2016,"Wingecarribee",48998,"New South Wales"
2017,"Wingecarribee",49790,"New South Wales"
2018,"Wingecarribee",50562,"New South Wales"
2019,"Wingecarribee",51302,"New South Wales"
2020,"Wingecarribee",52018,"New South Wales"
2021,"Wingecarribee",52489,"New South Wales"
2018,"Winton",1155,"Queensland"
2022,"Winton",1134,"Queensland"
2017,"Winton",1149,"Queensland"
2016,"Winton",1154,"Queensland"
2020,"Winton",1130,"Queensland"
2015,"Winton",1222,"Queensland"
2023,"Winton",1138,"Queensland"
2014,"Winton",1276,"Queensland"
2013,"Winton",1312,"Queensland"
2021,"Winton",1133,"Queensland"
